date,Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
1989-09,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1989-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1989-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1989-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1989-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1989-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1989-10,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1989-10,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1989-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1989-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1989-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1989-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1989-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1989-11,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1989-11,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1989-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1989-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1989-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1989-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1989-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1989-12,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1989-12,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1989-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1989-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1989-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-01,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-01,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-02,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-02,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-03,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-03,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-04,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-04,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-05,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-05,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-06,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-06,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-07,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-07,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-08,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-08,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-09,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-09,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-10,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-10,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-11,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-11,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1990-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1990-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1990-12,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1990-12,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1990-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1990-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1990-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-01,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-01,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-02,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-02,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-03,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-03,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-04,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-04,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-05,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-05,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-06,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-06,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-07,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-07,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-08,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-08,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-09,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-09,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-10,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-10,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-11,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-11,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1991-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1991-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1991-12,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1991-12,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1991-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1991-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1991-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-01,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-01,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-02,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-02,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-03,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-03,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-04,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-04,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-05,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-05,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-06,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-06,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-07,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-07,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-07,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-08,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-08,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-08,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1992-09,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-09,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-09,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-10,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-10,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-10,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-11,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-11,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-11,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1992-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1992-12,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1992-12,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1992-12,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1992-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1992-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1992-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-01,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-01,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-01,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-02,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-02,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-02,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-03,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-03,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-03,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-04,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-04,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-04,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-05,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-05,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-05,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-06,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-06,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-06,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-07,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-07,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-07,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-08,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-08,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-08,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-09,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-09,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-09,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1993-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1993-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1993-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1993-10,KDLF,LAUGHLIN AFB,-100.4667,29.1167,294,ASOS,3159
1993-10,KHDO,HONDO MUNICI,-99.1742,29.3594,283,ASOS,3556
1993-10,KRJO,SAN MARCOS A,-97.8667,29.9,182,ASOS,4623
1993-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
